STATE,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
Andhra Pradesh,2003.0,For Slavery,-0.05506305797510894,-0.08835272519677301,-0.1074060831911942,-0.020945583059055885,-0.07558900894014368,-0.10697017248729422,-0.14209936823878785,0.5910112086616313,-0.11039521167593033,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,0.21425390087490406,-0.14620763928190686,-0.05755536280749792
Andhra Pradesh,2003.0,For unlawful activity,0.7907777248402795,-0.08835272519677301,-0.1074060831911942,0.530503626342109,-0.0383138048342391,0.6361707075712542,-0.08528162356458692,1.96890395413482,0.33864622456964283,1.9260392204052184,1.2434485254507122,-0.10237607949921654,-0.041908810802807485,1.7226744985783597,0.3450517642757121,0.8570979166463342
Andhra Pradesh,2003.0,Others,1.3009151619468367,0.8420421141111434,0.44595737461258617,0.37294670937034763,-0.07558900894014368,2.5683369957234796,0.062444512588335506,2.2794149953682146,0.7161013448920086,2.508840925089202,1.0927458237569891,1.9149765223426543,-0.041908810802807485,2.4969970720661334,0.6000566455117281,1.3290720288200197
Andhra Pradesh,2004.0,For Adoption,-0.2558268235460766,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,-0.15013941715195286,-0.10697017248729422,-0.14209936823878785,-0.1852663944218552,-0.22753645591390592,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.1980477291640405,-0.2212090749395586,-0.2561099893081519
Andhra Pradesh,2004.0,For Begging,-0.2591180328177318,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,-0.15013941715195286,-0.10697017248729422,-0.14209936823878785,-0.20467333449894237,-0.22753645591390592,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.20810386648206353,-0.2212090749395586,-0.2593649831852118
Andhra Pradesh,2004.0,For Illicit intercourse,0.07658531289109938,-0.08835272519677301,0.16927564571069598,-0.060334812301996235,0.2598878280129976,-0.10697017248729422,-0.005736781020705615,-0.20467333449894237,0.21499713342955745,-0.2109003634360554,0.03782691190092743,-0.10237607949921654,0.14730634244867408,-0.20810386648206353,0.16129824691446532,0.0726443922748981
Andhra Pradesh,2004.0,For marriage,1.017871164584489,-0.08835272519677301,0.030934781259750885,-0.060334812301996235,1.8254464004609903,-0.10697017248729422,0.7669845465484271,-0.0882316940364194,1.2692683315713378,0.022220318437538095,0.13829537969674283,-0.10237607949921654,-0.041908810802807485,-0.08743021866578708,1.1888179154242944,1.0035726411140298
Andhra Pradesh,2004.0,For Prostitution,-0.16038175466807558,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,-0.15013941715195286,-0.10697017248729422,-0.08528162356458692,-0.20467333449894237,-0.06484028336116204,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.20810386648206353,-0.10870692145308099,-0.16171516687341475
Andhra Pradesh,2004.0,For Ransom,-0.19987626592793808,0.29931179118152546,0.030934781259750885,-0.060334812301996235,-0.15013941715195286,0.11597209153027027,-0.14209936823878785,-0.12704557419059373,-0.2145207621096864,-0.13319346947819088,-0.16311002369070335,0.06573663732093936,-0.041908810802807485,-0.05726180671171797,-0.20995885959091085,-0.20077509339813354
Andhra Pradesh,2004.0,For Revenge,0.027217173816271256,0.22177888790586578,0.44595737461258617,0.018443646183884464,-0.15013941715195286,0.19028617953612512,-0.07391807462974673,0.24168628727406236,-0.18198152759913763,0.7215823640583185,-0.11287578979279565,1.7468638055224983,-0.041908810802807485,0.47571347114350304,-0.14995771106478945,0.023819484118999593
Andhra Pradesh,2004.0,For Selling body parts,-0.2591180328177318,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,-0.15013941715195286,-0.10697017248729422,-0.14209936823878785,-0.20467333449894237,-0.22753645591390592,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.20810386648206353,-0.2212090749395586,-0.2593649831852118
Andhra Pradesh,2004.0,For Slavery,-0.17354659175469642,-0.010819821921113316,-0.1074060831911942,0.25477902164152655,-0.0010386007283345192,-0.03265608448143939,-0.14209936823878785,-0.20467333449894237,-0.14944229308858886,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.10754249330183316,-0.1612079264134372,-0.17473514238165436
Andhra Pradesh,2004.0,For unlawful activity,0.31355238045027434,-0.08835272519677301,-0.1074060831911942,0.09722210466976516,-0.15013941715195286,0.6361707075712542,0.22153419767609814,0.45516262812202113,0.12388727680002087,0.6050220231215219,0.16341249664569665,0.906300221421719,-0.041908810802807485,0.5461064323696643,0.15004803156581756,0.30700395142321096
Andhra Pradesh,2004.0,Others,2.0282724109826376,1.5398382435920808,1.967706883572982,0.6880605433138705,1.4526943594019444,1.8995102036707863,0.40335098063354113,2.221194175136953,0.9568916802700695,4.101832251225424,2.0220791508682816,1.5787510887023426,2.4178881814664526,2.939467114059147,1.2338187768188853,2.0223857246337786
Andhra Pradesh,2005.0,For Adoption,-0.2492444050027662,-0.08835272519677301,0.030934781259750885,-0.060334812301996235,-0.15013941715195286,-0.10697017248729422,-0.14209936823878785,-0.20467333449894237,-0.2145207621096864,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.20810386648206353,-0.20995885959091085,-0.24960000155403206
Andhra Pradesh,2005.0,For Begging,-0.2525356142744214,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,-0.11286421304604828,-0.10697017248729422,-0.14209936823878785,-0.1852663944218552,-0.22753645591390592,-0.2109003634360554,-0.16311002369070335,-0.10237607949921654,-0.041908810802807485,-0.1980477291640405,-0.21745900315667602,-0.25285499543109197
Andhra Pradesh,2005.0,For Illicit intercourse,-0.06822789506172977,-0.08835272519677301,0.030934781259750885,-0.060334812301996235,0.1853374198011884,-0.10697017248729422,0.08517161045801587,-0.14645251426768088,-0.09087167096960105,-0.2109003634360554,-0.06264155589488796,-0.10237607949921654,-0.041908810802807485,-0.17793545452799442,-0.014955126881016296,-0.07057533831573752
Andhra Pradesh,2005.0,For marriage,1.4687668348012524,-0.08835272519677301,-0.1074060831911942,-0.060334812301996235,2.421849666155463,-0.10697017248729422,1.2669806996813953,-0.20467333449894237,1.9330687155865327,-0.2109003634360554,-0.11287578979279565,-0.10237607949921654,-0.041908810802807485,-0.20810386648206353,1.755078754639565,1.4560167900253558
